id,title,authors,subjects,abs_link,pdf_link
arXiv:2507.05517,Empowering Healthcare Practitioners with Language Models: Structuring Speech Transcripts in Two Real-World Clinical Applications,"Jean-Philippe Corbeil, Asma Ben Abacha, George Michalopoulos, Phillip Swazinna, Miguel Del-Agua, Jerome Tremblay, Akila Jeeson Daniel, Cari Bader, Kevin Cho, Pooja Krishnan, Nathan Bodenstab, Thomas Lin, Wenxuan Teng, Francois Beaulieu, Paul Vozila",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05517,https://arxiv.org/pdf/2507.05517
arXiv:2507.05513,Llama Nemoretriever Colembed: Top-Performing Text-Image Retrieval Model,"Mengyao Xu, Gabriel Moreira, Ronay Ak, Radek Osmulski, Yauhen Babakhin, Zhiding Yu, Benedikt Schifferer, Even Oldridge",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05513,https://arxiv.org/pdf/2507.05513
arXiv:2507.05512,Disappearing Ink: Obfuscation Breaks N-gram Code Watermarks in Theory and Practice,"Gehao Zhang, Eugene Bagdasarian, Juan Zhai, Shiqing Ma",Cryptography and Security (cs.CR); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05512,https://arxiv.org/pdf/2507.05512
arXiv:2507.05498,Explainable Hierarchical Deep Learning Neural Networks (Ex-HiDeNN),"Reza T. Batley, Chanwook Park, Wing Kam Liu, Sourav Saha",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05498,https://arxiv.org/pdf/2507.05498
arXiv:2507.05496,Cloud Diffusion Part 1: Theory and Motivation,Andrew Randono,Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05496,https://arxiv.org/pdf/2507.05496
arXiv:2507.05477,Epistemically-guided forward-backward exploration,"Núria Armengol Urpí, Marin Vlastelica, Georg Martius, Stelian Coros",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05477,https://arxiv.org/pdf/2507.05477
arXiv:2507.05469,Inaugural MOASEI Competition at AAMAS'2025: A Technical Report,"Ceferino Patino, Tyler J. Billings, Alireza Saleh Abadi, Daniel Redder, Adam Eck, Prashant Doshi, Leen-Kiat Soh",Multiagent Systems (cs.MA); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05469,https://arxiv.org/pdf/2507.05469
arXiv:2507.05465,2048: Reinforcement Learning in a Delayed Reward Environment,"Prady Saligram, Tanvir Bhathal, Robby Manihani",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05465,https://arxiv.org/pdf/2507.05465
arXiv:2507.05463,Driving as a Diagnostic Tool: Scenario-based Cognitive Assessment in Older Drivers From Driving Video,"Md Zahid Hasan, Guillermo Basulto-Elias, Jun Ha Chang, Sahuna Hallmark, Matthew Rizzo, Anuj Sharma, Soumik Sarkar",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05463,https://arxiv.org/pdf/2507.05463
arXiv:2507.05455,ModelCitizens:Representing Community Voices in Online Safety,"Ashima Suvarna, Christina Chance, Hamid Palangi, Sophie Hao, Thomas Hartvigsen, Saadia Gabriel",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05455,https://arxiv.org/pdf/2507.05455
arXiv:2507.05448,On the Semantics of Large Language Models,Martin Schuele,Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05448,https://arxiv.org/pdf/2507.05448
arXiv:2507.05432,"Robotic System with AI for Real Time Weed Detection, Canopy Aware Spraying, and Droplet Pattern Evaluation","Inayat Rasool, Pappu Kumar Yadav, Amee Parmar, Hasan Mirzakhaninafchi, Rikesh Budhathoki, Zain Ul Abideen Usmani, Supriya Paudel, Ivan Perez Olivera, Eric Jone",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05432,https://arxiv.org/pdf/2507.05432
arXiv:2507.05424,"""Lost-in-the-Later"": Framework for Quantifying Contextual Grounding in Large Language Models","Yufei Tao, Adam Hiatt, Rahul Seetharaman, Ameeta Agrawal",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05424,https://arxiv.org/pdf/2507.05424
arXiv:2507.05418,"Learn Globally, Speak Locally: Bridging the Gaps in Multilingual Reasoning","Jaedong Hwang, Kumar Tanmay, Seok-Jin Lee, Ayush Agrawal, Hamid Palangi, Kumar Ayush, Ila Fiete, Paul Pu Liang",Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05418,https://arxiv.org/pdf/2507.05418
arXiv:2507.05416,EmissionNet: Air Quality Pollution Forecasting for Agriculture,"Prady Saligram, Tanvir Bhathal",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05416,https://arxiv.org/pdf/2507.05416
arXiv:2507.05405,Probabilistically Tightened Linear Relaxation-based Perturbation Analysis for Neural Network Verification,"Luca Marzari, Ferdinando Cicalese, Alessandro Farinelli",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05405,https://arxiv.org/pdf/2507.05405
arXiv:2507.05391,Controlling What You Share: Assessing Language Model Adherence to Privacy Preferences,"Guillem Ramírez, Alexandra Birch, Ivan Titov",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05391,https://arxiv.org/pdf/2507.05391
arXiv:2507.05386,Reinforcement Fine-Tuning Naturally Mitigates Forgetting in Continual Post-Training,"Song Lai, Haohan Zhao, Rong Feng, Changyi Ma, Wenzhuo Liu, Hongbo Zhao, Xi Lin, Dong Yi, Min Xie, Qingfu Zhang, Hongbin Liu, Gaofeng Meng, Fei Zhu",Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL),https://arxiv.org/abs/2507.05386,https://arxiv.org/pdf/2507.05386
arXiv:2507.05362,On the Bias of Next-Token Predictors Toward Systematically Inefficient Reasoning: A Shortest-Path Case Study,"Riccardo Alberghi, Elizaveta Demyanenko, Luca Biggio, Luca Saglietti",Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05362,https://arxiv.org/pdf/2507.05362
arXiv:2507.05346,LoRA-Augmented Generation (LAG) for Knowledge-Intensive Language Tasks,"William Fleshman, Benjamin Van Durme",Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05346,https://arxiv.org/pdf/2507.05346
arXiv:2507.05333,Causal Foundation Models: Disentangling Physics from Instrument Properties,"Jeroen Audenaert, Daniel Muthukrishna, Paul F. Gregory, David W. Hogg, V. Ashley Villar",Machine Learning (cs.LG); Instrumentation and Methods for Astrophysics (astro-ph.IM); Solar and Stellar Astrophysics (astro-ph.SR); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05333,https://arxiv.org/pdf/2507.05333
arXiv:2507.05330,MindFlow: Revolutionizing E-commerce Customer Support with Multimodal LLM Agents,"Ming Gong, Xucheng Huang, Chenghan Yang, Xianhan Peng, Haoxin Wang, Yang Liu, Ling Jiang",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05330,https://arxiv.org/pdf/2507.05330
arXiv:2507.05328,Going Beyond Heuristics by Imposing Policy Improvement as a Constraint,"Chi-Chang Lee, Zhang-Wei Hong, Pulkit Agrawal",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05328,https://arxiv.org/pdf/2507.05328
arXiv:2507.05321,AGACCI : Affiliated Grading Agents for Criteria-Centric Interface in Educational Coding Contexts,"Kwangsuk Park, Jiwoong Yang",Computers and Society (cs.CY); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05321,https://arxiv.org/pdf/2507.05321
arXiv:2507.05319,LCDS: A Logic-Controlled Discharge Summary Generation System Supporting Source Attribution and Expert Review,"Cheng Yuan, Xinkai Rui, Yongqi Fan, Yawei Fan, Boyang Zhong, Jiacheng Wang, Weiyan Zhang, Tong Ruan",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05319,https://arxiv.org/pdf/2507.05319
arXiv:2507.05317,PWD: Prior-Guided and Wavelet-Enhanced Diffusion Model for Limited-Angle CT,"Yi Liu, Yiyang Wen, Zekun Zhou, Junqi Ma, Linghang Wang, Yucheng Yao, Liu Shi, Qiegen Liu",Image and Video Processing (eess.IV); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2507.05317,https://arxiv.org/pdf/2507.05317
arXiv:2507.05316,OASBuilder: Generating OpenAPI Specifications from Online API Documentation with Large Language Models,"Koren Lazar, Matan Vetzler, Kiran Kate, Jason Tsay, David Boaz Himanshu Gupta, Avraham Shinnar, Rohith D Vallam, David Amid Esther Goldbraich, Guy Uziel, Jim Laredo, Ateret Anaby Tavor",Software Engineering (cs.SE); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05316,https://arxiv.org/pdf/2507.05316
arXiv:2507.05315,Conditional Graph Neural Network for Predicting Soft Tissue Deformation and Forces,"Madina Kojanazarova, Florentin Bieder, Robin Sandkühler, Philippe C. Cattin",Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2507.05315,https://arxiv.org/pdf/2507.05315
arXiv:2507.05313,Solar Flare Prediction Using LSTM and DLSTM with Sliding Window Pattern Recognition,"Zeinab Hassani, Davud Mohammadpur, Hossein Safari",Solar and Stellar Astrophysics (astro-ph.SR); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05313,https://arxiv.org/pdf/2507.05313
arXiv:2507.05311,PLACE: Prompt Learning for Attributed Community Search,"Shuheng Fang, Kangfei Zhao, Rener Zhang, Yu Rong, Jeffrey Xu Yu",Information Retrieval (cs.IR); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05311,https://arxiv.org/pdf/2507.05311
arXiv:2507.05309,Neural Velocity for hyperparameter tuning,"Gianluca Dalmasso, Andrea Bragagnolo, Enzo Tartaglione, Attilio Fiandrotti, Marco Grangetto",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05309,https://arxiv.org/pdf/2507.05309
arXiv:2507.05307,ASSURE: Metamorphic Testing for AI-powered Browser Extensions,"Xuanqi Gao, Juan Zhai, Shiqing Ma, Siyi Xie, Chao Shen",Software Engineering (cs.SE); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05307,https://arxiv.org/pdf/2507.05307
arXiv:2507.05306,Enjoying Non-linearity in Multinomial Logistic Bandits,"Pierre Boudart, Pierre Gaillard, Alessandro Rudi",Machine Learning (stat.ML); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Statistics Theory (math.ST),https://arxiv.org/abs/2507.05306,https://arxiv.org/pdf/2507.05306
arXiv:2507.05305,Narrowing the Gap: Supervised Fine-Tuning of Open-Source LLMs as a Viable Alternative to Proprietary Models for Pedagogical Tools,"Lorenzo Lee Solano, Charles Koutcheme, Juho Leinonen, Alexandra Vassar, Jake Renzella",Computers and Society (cs.CY); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Software Engineering (cs.SE),https://arxiv.org/abs/2507.05305,https://arxiv.org/pdf/2507.05305
arXiv:2507.05304,Self-Attention Based Multi-Scale Graph Auto-Encoder Network of 3D Meshes,"Saqib Nazir, Olivier Lézoray, Sébastien Bougleux",Graphics (cs.GR); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2507.05304,https://arxiv.org/pdf/2507.05304
arXiv:2507.05302,CorrDetail: Visual Detail Enhanced Self-Correction for Face Forgery Detection,"Binjia Zhou, Hengrui Lou, Lizhe Chen, Haoyuan Li, Dawei Luo, Shuai Chen, Jie Lei, Zunlei Feng, Yijun Bei",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05302,https://arxiv.org/pdf/2507.05302
arXiv:2507.05300,Structured Captions Improve Prompt Adherence in Text-to-Image Models (Re-LAION-Caption 19M),"Nicholas Merchant, Haitz Sáez de Ocáriz Borde, Andrei Cristian Popescu, Carlos Garcia Jurado Suarez",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05300,https://arxiv.org/pdf/2507.05300
arXiv:2507.05296,Integrating Generative AI in BIM Education: Insights from Classroom Implementation,"Islem Sahraoui, Kinam Kim, Lu Gao, Zia Din, Ahmed Senouci",Computers and Society (cs.CY); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05296,https://arxiv.org/pdf/2507.05296
arXiv:2507.05295,Enhancing Learning Path Recommendation via Multi-task Learning,"Afsana Nasrin, Lijun Qian, Pamela Obiomon, Xishuang Dong",Information Retrieval (cs.IR); Artificial Intelligence (cs.AI); Computers and Society (cs.CY); Machine Learning (cs.LG),https://arxiv.org/abs/2507.05295,https://arxiv.org/pdf/2507.05295
arXiv:2507.05291,Physics-Informed Graph Neural Networks to Reconstruct Local Fields Considering Finite Strain Hyperelasticity,"Manuel Ricardo Guevara Garban, Yves Chemisky, Étienne Prulière, Michaël Clément",Machine Learning (cs.LG); Materials Science (cond-mat.mtrl-sci); Artificial Intelligence (cs.AI); Computational Physics (physics.comp-ph),https://arxiv.org/abs/2507.05291,https://arxiv.org/pdf/2507.05291
arXiv:2507.05288,A Survey on Proactive Defense Strategies Against Misinformation in Large Language Models,"Shuliang Liu, Hongyi Liu, Aiwei Liu, Bingchen Duan, Qi Zheng, Yibo Yan, He Geng, Peijie Jiang, Jia Liu, Xuming Hu",Information Retrieval (cs.IR); Artificial Intelligence (cs.AI); Computation and Language (cs.CL),https://arxiv.org/abs/2507.05288,https://arxiv.org/pdf/2507.05288
arXiv:2507.05286,Compressing Deep Neural Networks Using Explainable AI,"Kimia Soroush, Mohsen Raji, Behnam Ghavami",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05286,https://arxiv.org/pdf/2507.05286
arXiv:2507.05285,"Beyond classical and contemporary models: a transformative ai framework for student dropout prediction in distance learning using rag, prompt engineering, and cross-modal fusion","Miloud Mihoubi, Meriem Zerkouk, Belkacem Chikhaoui",Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Computers and Society (cs.CY); Information Retrieval (cs.IR),https://arxiv.org/abs/2507.05285,https://arxiv.org/pdf/2507.05285
arXiv:2507.05282,Exploring LLM Capabilities in Extracting DCAT-Compatible Metadata for Data Cataloging,"Lennart Busch, Daniel Tebernum, Gissel Velarde",Information Retrieval (cs.IR); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05282,https://arxiv.org/pdf/2507.05282
arXiv:2507.05280,Hungary and AI: efforts and opportunities in comparison with Singapore,András Ferenczy,Computers and Society (cs.CY); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05280,https://arxiv.org/pdf/2507.05280
arXiv:2507.05279,ReservoirChat: Interactive Documentation Enhanced with LLM and Knowledge Graph for ReservoirPy,"Virgile Boraud, Yannis Bendi-Ouis, Paul Bernard, Xavier Hinaut",Software Engineering (cs.SE); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Neural and Evolutionary Computing (cs.NE),https://arxiv.org/abs/2507.05279,https://arxiv.org/pdf/2507.05279
arXiv:2507.05275,A Fuzzy Supervisor Agent Design for Clinical Reasoning Assistance in a Multi-Agent Educational Clinical Scenario Simulation,"Weibing Zheng, Laurah Turner, Jess Kropczynski, Murat Ozer, Seth Overla, Shane Halse",Computers and Society (cs.CY); Artificial Intelligence (cs.AI); Human-Computer Interaction (cs.HC); Logic in Computer Science (cs.LO); Multiagent Systems (cs.MA),https://arxiv.org/abs/2507.05275,https://arxiv.org/pdf/2507.05275
arXiv:2507.05272,FuzzFeed: An Automatic Approach to Weakest Precondition Generation using LLMs and Fuzzing,"Daragh King, Vasileios Koutavas, Laura Kovacs",Software Engineering (cs.SE); Artificial Intelligence (cs.AI); Logic in Computer Science (cs.LO),https://arxiv.org/abs/2507.05272,https://arxiv.org/pdf/2507.05272
arXiv:2507.05269,CORE: Benchmarking LLMs Code Reasoning Capabilities through Static Analysis Tasks,"Danning Xie, Mingwei Zheng, Xuwei Liu, Jiannan Wang, Chengpeng Wang, Lin Tan, Xiangyu Zhang",Software Engineering (cs.SE); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05269,https://arxiv.org/pdf/2507.05269
arXiv:2507.05266,"User Behavior Prediction as a Generic, Robust, Scalable, and Low-Cost Evaluation Strategy for Estimating Generalization in LLMs","Sougata Saha, Monojit Choudhury",Computation and Language (cs.CL); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.05266,https://arxiv.org/pdf/2507.05266
arXiv:2507.05263,Rethinking Over-Smoothing in Graph Neural Networks: A Perspective from Anderson Localization,Kaichen Ouyang,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Neurons and Cognition (q-bio.NC),https://arxiv.org/abs/2507.05263,https://arxiv.org/pdf/2507.05263
arXiv:2507.04766,ABench-Physics: Benchmarking Physical Reasoning in LLMs via High-Difficulty and Dynamic Physics Problems,"Yiming Zhang, Yingfan Ma, Yanmei Gu, Zhengkai Yang, Yihong Zhuang, Feng Wang, Zenan Huang, Yuanyuan Wang, Chao Huang, Bowen Song, Cheng Lin, Junbo Zhao",Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL),https://arxiv.org/abs/2507.04766,https://arxiv.org/pdf/2507.04766
arXiv:2507.01436,Challenges & Opportunities with LLM-Assisted Visualization Retargeting,"Luke S. Snyder, Chenglong Wang, Steven M. Drucker",Human-Computer Interaction (cs.HC); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2507.01436,https://arxiv.org/pdf/2507.01436
arXiv:2505.20181,The Problem of Algorithmic Collisions: Mitigating Unforeseen Risks in a Connected World,"Maurice Chiodo, Dennis Müller",Computers and Society (cs.CY); Artificial Intelligence (cs.AI); History and Overview (math.HO),https://arxiv.org/abs/2505.20181,https://arxiv.org/pdf/2505.20181
arXiv:2505.10426,"Formalising Human-in-the-Loop: Computational Reductions, Failure Modes, and Legal-Moral Responsibility","Maurice Chiodo, Dennis Müller, Paul Siewert, Jean-Luc Wetherall, Zoya Yasmine, John Burden",Computers and Society (cs.CY); Artificial Intelligence (cs.AI); Human-Computer Interaction (cs.HC); History and Overview (math.HO),https://arxiv.org/abs/2505.10426,https://arxiv.org/pdf/2505.10426
arXiv:2501.06861,Integrators at War: Mediating in AI-assisted Resort-to-Force Decisions,"Dennis Müller, Maurice Chiodo, Mitja Sienknecht",Computers and Society (cs.CY); Artificial Intelligence (cs.AI); History and Overview (math.HO),https://arxiv.org/abs/2501.06861,https://arxiv.org/pdf/2501.06861
